time,value
00:00:00,55
00:15:00,60
00:30:00,60
00:45:00,58
01:00:00,56
01:15:00,53
01:30:00,50
01:45:00,49
02:00:00,51
02:15:00,52
02:30:00,47
02:45:00,46
03:00:00,45
03:15:00,48
03:30:00,44
03:45:00,44
04:00:00,41
04:15:00,42
04:30:00,42
04:45:00,44
05:00:00,44
05:15:00,43
05:30:00,39
05:45:00,52
06:00:00,60
06:15:00,57
06:30:00,58
06:45:00,69
07:00:00,59
07:15:00,124
07:30:00,74
07:45:00,56
08:00:00,61
08:15:00,60
08:30:00,66
08:45:00,74
09:00:00,70
09:15:00,71
09:30:00,66
09:45:00,63
10:00:00,64
10:15:00,66
10:30:00,69
10:45:00,66
11:00:00,65
11:15:00,61
11:30:00,65
11:45:00,64
12:00:00,63
12:15:00,53
12:30:00,53
12:45:00,51
13:00:00,67
13:15:00,64
13:30:00,68
13:45:00,60
14:00:00,58
14:15:00,60
14:30:00,64
14:45:00,59
15:00:00,59
15:15:00,55
15:30:00,54
15:45:00,55
16:00:00,54
16:15:00,55
16:30:00,55
16:45:00,52
17:00:00,51
17:15:00,51
17:30:00,48
17:45:00,49
18:00:00,50
18:15:00,52
18:30:00,54
18:45:00,53
19:00:00,50
19:15:00,50
19:30:00,54
19:45:00,67
20:00:00,76
20:15:00,49
20:30:00,48
20:45:00,66
21:00:00,57
21:15:00,63
21:30:00,74
21:45:00,72
22:00:00,70
22:15:00,83
22:30:00,72
22:45:00,69
23:15:00,62
23:30:00,63
23:45:00,61
