time,value
00:00:00,41
00:15:00,41
00:30:00,45
00:45:00,46
01:00:00,44
01:15:00,45
01:30:00,44
01:45:00,52
02:00:00,45
02:15:00,41
02:30:00,39
02:45:00,42
03:00:00,38
03:15:00,39
03:30:00,46
03:45:00,41
04:00:00,42
04:15:00,37
04:30:00,38
04:45:00,38
05:00:00,47
05:15:00,46
05:30:00,41
05:45:00,41
06:00:00,61
06:15:00,75
06:30:00,66
06:45:00,50
07:00:00,51
07:15:00,58
07:30:00,55
07:45:00,73
08:00:00,68
08:15:00,89
08:30:00,60
08:45:00,61
09:00:00,58
09:15:00,56
09:30:00,58
09:45:00,57
10:00:00,54
10:15:00,53
10:30:00,52
10:45:00,53
11:00:00,54
11:15:00,54
11:30:00,61
11:45:00,59
12:00:00,59
12:15:00,58
12:30:00,59
12:45:00,60
13:00:00,63
13:15:00,57
13:30:00,60
13:45:00,53
14:00:00,52
14:15:00,53
14:30:00,60
14:45:00,51
15:00:00,51
15:15:00,50
15:30:00,52
15:45:00,54
16:00:00,64
16:15:00,53
16:30:00,51
16:45:00,53
17:00:00,51
17:15:00,55
17:30:00,50
17:45:00,51
18:00:00,52
18:15:00,47
18:30:00,53
18:45:00,51
19:00:00,69
19:15:00,62
19:30:00,55
19:45:00,58
20:00:00,63
20:15:00,50
20:30:00,51
20:45:00,49
21:00:00,73
21:15:00,71
22:45:00,92
23:00:00,76
23:15:00,56
23:30:00,48
23:45:00,48
