time,value
06:15:00,64
06:30:00,71
06:45:00,63
07:00:00,52
07:15:00,55
07:30:00,57
07:45:00,75
08:00:00,75
08:15:00,60
08:30:00,62
08:45:00,67
09:00:00,69
09:15:00,70
09:30:00,68
09:45:00,60
10:00:00,63
10:15:00,60
10:30:00,59
10:45:00,64
11:00:00,60
11:15:00,66
11:30:00,57
11:45:00,53
12:00:00,58
12:15:00,63
12:30:00,60
12:45:00,60
13:00:00,71
13:15:00,59
13:30:00,54
13:45:00,58
14:00:00,59
14:15:00,80
14:30:00,77
15:30:00,62
15:45:00,66
16:00:00,66
16:15:00,67
16:30:00,62
16:45:00,57
17:00:00,58
19:15:00,87
19:30:00,62
19:45:00,55
20:00:00,53
20:15:00,70
20:30:00,59
20:45:00,62
21:00:00,72
21:15:00,77
21:30:00,96
21:45:00,110
22:00:00,126
22:15:00,70
22:30:00,54
22:45:00,56
23:00:00,55
23:15:00,56
23:30:00,52
23:45:00,46
