time,value
00:00:00,0
00:15:00,0
00:30:00,0
00:45:00,0
01:00:00,0
01:15:00,0
01:30:00,0
01:45:00,0
02:00:00,0
02:15:00,0
02:30:00,0
02:45:00,0
03:00:00,0
03:15:00,0
03:30:00,0
03:45:00,0
04:00:00,0
04:15:00,0
04:30:00,9
04:45:00,0
05:00:00,0
05:15:00,0
05:30:00,0
05:45:00,0
06:00:00,0
06:15:00,0
06:30:00,0
06:45:00,0
07:00:00,0
07:15:00,0
07:30:00,0
07:45:00,66
08:00:00,20
08:15:00,44
08:30:00,29
08:45:00,0
09:00:00,0
09:15:00,51
09:30:00,346
09:45:00,1790
10:00:00,2721
10:15:00,1626
10:30:00,65
10:45:00,0
11:00:00,96
11:15:00,0
11:30:00,0
11:45:00,0
12:00:00,0
12:15:00,0
12:30:00,8
12:45:00,75
13:00:00,29
13:15:00,4
13:30:00,0
13:45:00,871
14:00:00,790
14:15:00,996
14:30:00,880
14:45:00,1655
15:00:00,1933
15:15:00,339
15:30:00,74
15:45:00,77
16:00:00,0
16:15:00,8
16:30:00,0
16:45:00,46
17:00:00,162
17:15:00,331
17:30:00,176
17:45:00,74
18:00:00,46
18:15:00,77
18:30:00,61
18:45:00,0
19:00:00,0
19:15:00,0
19:30:00,4
19:45:00,0
20:00:00,0
20:15:00,11
20:30:00,81
20:45:00,0
21:00:00,0
21:15:00,0
21:30:00,38
21:45:00,0
22:00:00,0
22:15:00,28
22:30:00,208
22:45:00,70
23:00:00,0
23:15:00,0
23:30:00,0
23:45:00,0
