time,value
00:00:00,0
00:15:00,0
00:30:00,0
00:45:00,0
01:00:00,0
01:15:00,0
01:30:00,0
01:45:00,0
02:00:00,0
02:15:00,0
02:30:00,0
02:45:00,0
03:00:00,0
03:15:00,0
03:30:00,0
03:45:00,0
04:00:00,0
04:15:00,0
04:30:00,0
04:45:00,0
05:00:00,0
05:15:00,0
05:30:00,0
05:45:00,0
06:00:00,0
06:15:00,0
06:30:00,5
06:45:00,0
07:00:00,0
07:15:00,102
07:30:00,497
07:45:00,413
08:00:00,0
08:15:00,472
08:30:00,1139
08:45:00,242
09:00:00,326
09:15:00,54
09:30:00,0
09:45:00,66
10:00:00,58
10:15:00,28
10:30:00,56
10:45:00,95
11:00:00,76
11:15:00,67
11:30:00,124
11:45:00,79
12:00:00,98
12:15:00,354
12:30:00,230
12:45:00,0
13:00:00,191
13:15:00,0
13:30:00,0
13:45:00,0
14:00:00,0
14:15:00,1278
14:30:00,611
14:45:00,170
15:00:00,0
15:15:00,8
15:30:00,17
15:45:00,32
16:00:00,538
16:15:00,194
16:30:00,6
16:45:00,39
17:00:00,43
17:15:00,29
17:30:00,125
17:45:00,0
18:00:00,102
18:15:00,97
18:30:00,22
18:45:00,193
19:00:00,1352
19:15:00,16
19:30:00,0
19:45:00,500
20:00:00,124
20:15:00,18
20:30:00,38
20:45:00,18
21:00:00,18
21:15:00,27
21:30:00,15
21:45:00,0
22:00:00,0
22:15:00,0
22:30:00,0
22:45:00,0
23:00:00,0
23:15:00,0
23:30:00,69
23:45:00,186
