time,value
00:00:00,48
00:15:00,42
00:30:00,42
00:45:00,42
01:00:00,46
01:15:00,45
01:30:00,46
01:45:00,43
02:00:00,43
02:15:00,41
02:30:00,45
02:45:00,46
03:00:00,52
03:15:00,48
03:30:00,49
03:45:00,48
04:00:00,50
04:15:00,51
04:30:00,50
04:45:00,51
05:00:00,50
05:15:00,51
05:30:00,67
05:45:00,141
06:00:00,136
06:15:00,70
06:30:00,70
06:45:00,71
07:00:00,79
07:15:00,68
07:30:00,74
07:45:00,59
08:00:00,58
08:15:00,83
08:30:00,89
08:45:00,66
09:00:00,66
09:15:00,64
09:30:00,60
09:45:00,59
10:00:00,61
10:15:00,62
10:30:00,66
10:45:00,67
11:00:00,64
11:15:00,68
11:30:00,65
11:45:00,63
12:00:00,61
12:15:00,68
12:30:00,70
12:45:00,66
13:00:00,75
13:15:00,71
13:30:00,76
13:45:00,73
14:00:00,66
14:15:00,64
14:30:00,69
14:45:00,71
15:00:00,64
15:15:00,63
15:30:00,60
15:45:00,60
16:00:00,60
16:15:00,55
16:30:00,58
16:45:00,62
17:00:00,68
17:15:00,54
17:30:00,56
17:45:00,71
18:00:00,54
18:15:00,53
18:30:00,62
18:45:00,61
19:00:00,68
19:15:00,65
19:30:00,64
19:45:00,69
20:00:00,61
20:15:00,53
20:30:00,62
20:45:00,74
21:45:00,64
22:00:00,63
22:15:00,57
22:30:00,55
22:45:00,52
23:00:00,64
23:15:00,62
23:30:00,55
23:45:00,52
