time,value
00:00:00,48
00:15:00,49
00:30:00,46
00:45:00,44
01:00:00,43
01:15:00,42
01:30:00,43
01:45:00,44
02:00:00,41
02:15:00,42
02:30:00,41
02:45:00,45
03:00:00,46
03:15:00,42
03:30:00,44
03:45:00,40
04:00:00,40
04:15:00,43
04:30:00,44
04:45:00,47
05:00:00,76
05:15:00,52
05:30:00,57
05:45:00,83
06:00:00,60
06:15:00,58
06:30:00,57
06:45:00,56
07:00:00,58
07:15:00,56
07:30:00,56
08:30:00,63
08:45:00,66
09:00:00,66
09:15:00,65
09:30:00,66
09:45:00,67
10:00:00,70
10:15:00,68
10:30:00,67
10:45:00,69
11:00:00,70
11:15:00,79
11:30:00,108
11:45:00,71
12:00:00,67
12:15:00,71
12:30:00,73
12:45:00,68
13:00:00,74
13:15:00,70
13:30:00,68
13:45:00,72
14:00:00,70
14:15:00,70
14:30:00,73
14:45:00,71
15:00:00,63
15:15:00,58
15:30:00,55
15:45:00,84
16:00:00,116
16:15:00,143
16:30:00,132
16:45:00,84
17:00:00,69
17:15:00,86
17:30:00,66
17:45:00,68
18:00:00,66
18:15:00,66
18:30:00,105
18:45:00,79
19:00:00,63
19:15:00,58
19:30:00,67
19:45:00,68
20:00:00,64
20:15:00,62
20:30:00,76
20:45:00,101
21:00:00,98
21:15:00,93
21:30:00,84
21:45:00,77
22:00:00,71
22:15:00,71
22:30:00,67
23:30:00,65
23:45:00,64
