time,value
00:00:00,0
00:15:00,0
00:30:00,0
00:45:00,0
01:00:00,0
01:15:00,0
01:30:00,0
01:45:00,0
02:00:00,0
02:15:00,0
02:30:00,0
02:45:00,0
03:00:00,0
03:15:00,0
03:30:00,42
03:45:00,15
04:00:00,0
04:15:00,0
04:30:00,0
04:45:00,78
05:00:00,629
05:15:00,0
05:30:00,170
05:45:00,1464
06:00:00,549
06:15:00,0
06:30:00,151
06:45:00,0
07:00:00,0
07:15:00,0
07:30:00,0
07:45:00,154
08:00:00,0
08:15:00,0
08:30:00,557
08:45:00,476
09:00:00,13
09:15:00,30
09:30:00,0
09:45:00,22
10:00:00,89
10:15:00,18
10:30:00,706
10:45:00,309
11:00:00,58
11:15:00,114
11:30:00,161
11:45:00,97
12:00:00,270
12:15:00,902
12:30:00,202
12:45:00,323
13:00:00,210
13:15:00,65
13:30:00,120
13:45:00,185
14:00:00,118
14:15:00,206
14:30:00,209
14:45:00,0
15:00:00,22
15:15:00,27
15:30:00,125
15:45:00,125
16:00:00,14
16:15:00,40
16:30:00,160
16:45:00,309
17:00:00,40
17:15:00,92
17:30:00,8
17:45:00,0
18:00:00,34
18:15:00,511
18:30:00,871
18:45:00,0
19:00:00,6
19:15:00,480
19:30:00,0
19:45:00,36
20:00:00,0
20:15:00,258
20:30:00,263
20:45:00,270
21:00:00,687
21:15:00,1340
21:30:00,608
21:45:00,41
22:00:00,98
22:15:00,72
22:30:00,0
22:45:00,0
23:00:00,0
23:15:00,0
23:30:00,0
23:45:00,0
