time,value
00:00:00,0
00:15:00,0
00:30:00,0
00:45:00,0
01:00:00,0
01:15:00,0
01:30:00,0
01:45:00,5
02:00:00,0
02:15:00,0
02:30:00,0
02:45:00,0
03:00:00,0
03:15:00,0
03:30:00,0
03:45:00,0
04:00:00,0
04:15:00,0
04:30:00,0
04:45:00,40
05:00:00,700
05:15:00,0
05:30:00,177
05:45:00,1326
06:00:00,161
06:15:00,20
06:30:00,0
06:45:00,10
07:00:00,0
07:15:00,0
07:30:00,0
07:45:00,0
08:00:00,0
08:15:00,0
08:30:00,23
08:45:00,209
09:00:00,65
09:15:00,76
09:30:00,107
09:45:00,98
10:00:00,79
10:15:00,435
10:30:00,14
10:45:00,113
11:00:00,112
11:15:00,26
11:30:00,0
11:45:00,31
12:00:00,79
12:15:00,279
12:30:00,616
12:45:00,1198
13:00:00,231
13:15:00,78
13:30:00,0
13:45:00,176
14:00:00,21
14:15:00,117
14:30:00,303
14:45:00,956
15:00:00,427
15:15:00,0
15:30:00,95
15:45:00,772
16:00:00,1505
16:15:00,2588
16:30:00,1153
16:45:00,188
17:00:00,85
17:15:00,768
17:30:00,1
17:45:00,0
18:00:00,0
18:15:00,7
18:30:00,1248
18:45:00,206
19:00:00,15
19:15:00,17
19:30:00,449
19:45:00,391
20:00:00,0
20:15:00,40
20:30:00,19
20:45:00,19
21:00:00,8
21:15:00,8
21:30:00,0
21:45:00,0
22:00:00,30
22:15:00,0
22:30:00,7
22:45:00,0
23:00:00,0
23:15:00,0
23:30:00,0
23:45:00,0
