time,value
00:00:00,51
00:15:00,49
00:30:00,50
00:45:00,50
01:00:00,48
01:15:00,48
01:30:00,48
01:45:00,45
02:00:00,43
02:15:00,43
02:30:00,49
02:45:00,43
03:00:00,43
03:15:00,42
03:30:00,46
03:45:00,46
04:00:00,41
04:15:00,44
04:30:00,44
04:45:00,38
05:00:00,38
05:15:00,39
05:30:00,48
05:45:00,44
06:00:00,56
06:15:00,62
06:30:00,75
06:45:00,71
07:00:00,58
07:15:00,73
07:30:00,65
07:45:00,59
08:00:00,59
08:15:00,59
08:30:00,58
20:30:00,116
20:45:00,140
21:00:00,118
21:15:00,68
21:30:00,73
21:45:00,72
22:00:00,71
22:15:00,66
22:30:00,63
22:45:00,55
23:00:00,51
23:15:00,52
23:30:00,52
23:45:00,54
