time,value
00:00:00,0
00:15:00,0
00:30:00,0
00:45:00,0
01:00:00,0
01:15:00,0
01:30:00,0
01:45:00,0
02:00:00,0
02:15:00,0
02:30:00,0
02:45:00,0
03:00:00,0
03:15:00,0
03:30:00,0
03:45:00,0
04:00:00,0
04:15:00,0
04:30:00,0
04:45:00,0
05:00:00,0
05:15:00,0
05:30:00,0
05:45:00,0
06:00:00,0
06:15:00,0
06:30:00,0
06:45:00,0
07:00:00,0
07:15:00,0
07:30:00,0
07:45:00,0
08:00:00,0
08:15:00,0
08:30:00,0
08:45:00,0
09:00:00,0
09:15:00,0
09:30:00,75
09:45:00,52
10:00:00,88
10:15:00,7
10:30:00,29
10:45:00,68
11:00:00,317
11:15:00,719
11:30:00,1924
11:45:00,754
12:00:00,9
12:15:00,285
12:30:00,700
12:45:00,486
13:00:00,129
13:15:00,0
13:30:00,175
13:45:00,102
14:00:00,1397
14:15:00,2569
14:30:00,2477
14:45:00,1880
15:00:00,1014
15:15:00,229
15:30:00,206
15:45:00,84
16:00:00,0
16:15:00,160
16:30:00,158
16:45:00,12
17:00:00,367
17:15:00,1036
17:30:00,414
17:45:00,286
18:00:00,214
18:15:00,266
18:30:00,1081
18:45:00,48
19:00:00,0
19:15:00,4
19:30:00,121
19:45:00,0
20:00:00,96
20:15:00,129
20:30:00,0
20:45:00,31
21:00:00,62
21:15:00,3
21:30:00,8
21:45:00,0
22:00:00,0
22:15:00,0
22:30:00,0
22:45:00,8
23:00:00,0
23:15:00,0
23:30:00,0
23:45:00,0
