time,value
00:00:00,0
00:15:00,0
00:30:00,0
00:45:00,0
01:00:00,0
01:15:00,0
01:30:00,0
01:45:00,0
02:00:00,0
02:15:00,0
02:30:00,0
02:45:00,0
03:00:00,0
03:15:00,0
03:30:00,0
03:45:00,39
04:00:00,0
04:15:00,34
04:30:00,25
04:45:00,33
05:00:00,7
05:15:00,0
05:30:00,751
05:45:00,2695
06:00:00,1610
06:15:00,72
06:30:00,133
06:45:00,92
07:00:00,87
07:15:00,65
07:30:00,609
07:45:00,30
08:00:00,0
08:15:00,761
08:30:00,768
08:45:00,214
09:00:00,383
09:15:00,166
09:30:00,86
09:45:00,42
10:00:00,0
10:15:00,0
10:30:00,63
10:45:00,135
11:00:00,18
11:15:00,0
11:30:00,0
11:45:00,23
12:00:00,536
12:15:00,902
12:30:00,227
12:45:00,409
13:00:00,62
13:15:00,73
13:30:00,52
13:45:00,166
14:00:00,388
14:15:00,124
14:30:00,53
14:45:00,0
15:00:00,0
15:15:00,0
15:30:00,45
15:45:00,0
16:00:00,12
16:15:00,162
16:30:00,192
16:45:00,347
17:00:00,5
17:15:00,33
17:30:00,14
17:45:00,115
18:00:00,0
18:15:00,0
18:30:00,15
18:45:00,148
19:00:00,0
19:15:00,0
19:30:00,82
19:45:00,0
20:00:00,7
20:15:00,0
20:30:00,0
20:45:00,0
21:00:00,0
21:15:00,0
21:30:00,91
21:45:00,1362
22:00:00,158
22:15:00,0
22:30:00,352
22:45:00,147
23:00:00,64
23:15:00,14
23:30:00,0
23:45:00,127
