time,value
00:00:00,50
00:15:00,51
00:30:00,49
00:45:00,49
01:00:00,47
01:15:00,46
01:30:00,44
01:45:00,45
02:00:00,45
02:15:00,43
02:30:00,52
03:30:00,78
03:45:00,41
04:00:00,42
04:15:00,43
04:30:00,57
04:45:00,54
05:00:00,49
05:15:00,40
05:30:00,49
05:45:00,57
06:00:00,51
06:15:00,51
06:30:00,60
06:45:00,61
07:00:00,63
07:15:00,61
07:30:00,74
07:45:00,63
08:00:00,61
08:15:00,72
08:30:00,78
08:45:00,61
09:00:00,62
09:15:00,61
09:30:00,59
09:45:00,60
10:15:00,55
10:30:00,52
10:45:00,56
11:00:00,53
11:15:00,61
11:30:00,66
11:45:00,57
12:00:00,57
12:15:00,56
12:30:00,60
12:45:00,54
13:00:00,60
13:15:00,60
13:30:00,58
13:45:00,62
14:00:00,62
14:15:00,75
14:30:00,66
14:45:00,66
15:00:00,63
15:15:00,98
15:30:00,74
15:45:00,69
16:00:00,66
16:15:00,65
16:30:00,64
16:45:00,65
17:00:00,64
17:15:00,62
17:30:00,62
17:45:00,62
18:00:00,65
18:15:00,69
18:30:00,68
18:45:00,69
19:00:00,63
19:15:00,64
19:30:00,60
19:45:00,60
20:00:00,60
20:15:00,56
20:30:00,57
20:45:00,70
21:00:00,77
21:15:00,51
21:30:00,51
21:45:00,70
22:00:00,62
22:15:00,60
22:30:00,67
22:45:00,56
23:00:00,54
23:15:00,57
23:30:00,54
23:45:00,58
