time,value
00:00:00,42
00:15:00,39
00:30:00,41
00:45:00,42
01:00:00,37
01:15:00,42
01:30:00,38
01:45:00,39
02:00:00,41
02:15:00,40
02:30:00,39
02:45:00,41
03:00:00,39
03:15:00,42
03:30:00,42
03:45:00,41
04:00:00,40
04:15:00,46
04:30:00,40
04:45:00,37
05:00:00,38
05:15:00,40
05:30:00,41
05:45:00,41
06:00:00,47
06:15:00,51
06:30:00,47
06:45:00,52
07:00:00,51
07:15:00,53
07:30:00,62
07:45:00,51
08:00:00,49
08:15:00,56
08:30:00,50
08:45:00,58
09:00:00,71
09:15:00,51
09:30:00,51
09:45:00,51
10:00:00,67
10:15:00,64
10:30:00,69
10:45:00,65
11:00:00,57
11:15:00,59
11:30:00,52
11:45:00,53
12:00:00,61
12:15:00,53
12:30:00,52
12:45:00,53
13:00:00,53
13:15:00,53
13:30:00,52
13:45:00,51
14:00:00,52
14:15:00,57
14:30:00,55
14:45:00,59
15:00:00,53
15:30:00,87
15:45:00,139
16:00:00,142
16:15:00,112
16:30:00,118
16:45:00,71
17:00:00,67
17:15:00,59
17:30:00,57
18:00:00,65
18:15:00,71
18:30:00,53
18:45:00,58
19:00:00,57
19:15:00,63
19:30:00,72
19:45:00,75
20:00:00,72
20:15:00,64
20:30:00,66
20:45:00,60
21:00:00,58
21:15:00,57
21:30:00,62
21:45:00,57
22:00:00,55
22:15:00,51
22:30:00,41
22:45:00,45
23:00:00,40
23:15:00,41
23:30:00,44
23:45:00,42
