time,value
00:00:00,0
00:15:00,0
00:30:00,0
00:45:00,0
01:00:00,0
01:15:00,0
01:30:00,0
01:45:00,0
02:00:00,0
02:15:00,0
02:30:00,0
02:45:00,6
03:00:00,0
03:15:00,0
03:30:00,0
03:45:00,0
04:00:00,0
04:15:00,0
04:30:00,0
04:45:00,0
05:00:00,0
05:15:00,0
05:30:00,1658
05:45:00,2642
06:00:00,544
06:15:00,95
06:30:00,201
06:45:00,65
07:00:00,369
07:15:00,6
07:30:00,532
07:45:00,16
08:00:00,0
08:15:00,765
08:30:00,756
08:45:00,52
09:00:00,545
09:15:00,827
09:30:00,124
09:45:00,65
10:00:00,132
10:15:00,22
10:30:00,111
10:45:00,213
11:00:00,187
11:15:00,50
11:30:00,4
11:45:00,70
12:00:00,1542
12:15:00,383
12:30:00,5
12:45:00,125
13:00:00,0
13:15:00,0
13:30:00,0
13:45:00,0
14:00:00,0
14:15:00,0
14:30:00,31
14:45:00,20
15:00:00,23
15:15:00,51
15:30:00,43
15:45:00,68
16:00:00,35
16:15:00,49
16:30:00,0
16:45:00,23
17:00:00,0
17:15:00,65
17:30:00,38
17:45:00,77
18:00:00,0
18:15:00,776
18:30:00,598
18:45:00,0
19:00:00,0
19:15:00,580
19:30:00,108
19:45:00,94
20:00:00,136
20:15:00,0
20:30:00,31
20:45:00,7
21:00:00,48
21:15:00,109
21:30:00,0
21:45:00,0
22:00:00,15
22:15:00,23
22:30:00,105
22:45:00,174
23:00:00,0
23:15:00,0
23:30:00,0
23:45:00,0
