time,value
00:00:00,0
00:15:00,0
00:30:00,0
00:45:00,0
01:00:00,0
01:15:00,0
01:30:00,0
01:45:00,0
02:00:00,0
02:15:00,0
02:30:00,0
02:45:00,0
03:00:00,0
03:15:00,0
03:30:00,0
03:45:00,0
04:00:00,0
04:15:00,0
04:30:00,0
04:45:00,0
05:00:00,0
05:15:00,0
05:30:00,0
05:45:00,0
06:00:00,0
06:15:00,0
06:30:00,0
06:45:00,1849
07:00:00,2624
07:15:00,1958
07:30:00,1534
07:45:00,536
08:00:00,225
08:15:00,271
08:30:00,240
08:45:00,0
09:00:00,0
09:15:00,0
09:30:00,249
09:45:00,12
10:00:00,120
10:15:00,80
10:30:00,68
10:45:00,343
11:00:00,52
11:15:00,52
11:30:00,421
11:45:00,240
12:00:00,91
12:15:00,291
12:30:00,54
12:45:00,19
13:00:00,0
13:15:00,77
13:30:00,130
13:45:00,0
14:00:00,0
14:15:00,0
14:30:00,0
14:45:00,0
15:00:00,8
15:15:00,233
15:30:00,180
15:45:00,11
16:00:00,0
16:15:00,0
16:30:00,34
16:45:00,1211
17:00:00,1663
17:15:00,1365
17:30:00,29
17:45:00,0
18:00:00,0
18:15:00,0
18:30:00,0
18:45:00,0
19:00:00,6
19:15:00,97
19:30:00,33
19:45:00,17
20:00:00,143
20:15:00,169
20:30:00,249
20:45:00,300
21:00:00,20
21:15:00,0
21:30:00,17
21:45:00,15
22:00:00,56
22:15:00,208
22:30:00,89
22:45:00,7
23:00:00,0
23:15:00,0
23:30:00,0
23:45:00,0
