time,value
00:00:00,47
00:15:00,51
00:30:00,44
00:45:00,45
01:00:00,46
01:15:00,47
01:30:00,45
01:45:00,44
02:00:00,44
02:15:00,47
02:30:00,47
02:45:00,46
03:00:00,46
03:15:00,46
03:30:00,42
03:45:00,45
04:00:00,41
04:15:00,42
04:30:00,43
04:45:00,41
05:00:00,42
05:15:00,41
05:30:00,54
05:45:00,122
06:00:00,132
06:15:00,68
06:30:00,67
06:45:00,63
07:00:00,72
07:15:00,60
07:30:00,67
07:45:00,76
08:00:00,61
08:15:00,61
08:30:00,86
08:45:00,55
09:00:00,55
09:15:00,55
09:30:00,57
09:45:00,57
10:00:00,55
10:15:00,54
10:30:00,54
10:45:00,58
11:00:00,54
11:15:00,58
11:30:00,64
11:45:00,64
12:00:00,59
12:15:00,66
12:30:00,65
12:45:00,79
13:00:00,72
13:15:00,72
13:30:00,66
13:45:00,58
14:00:00,64
14:15:00,61
14:30:00,65
14:45:00,67
15:00:00,68
15:15:00,66
15:30:00,64
15:45:00,68
16:00:00,58
16:15:00,54
16:30:00,55
16:45:00,72
17:00:00,54
17:15:00,51
17:30:00,51
17:45:00,69
18:00:00,61
18:15:00,58
18:30:00,55
18:45:00,60
19:00:00,59
19:15:00,54
19:30:00,70
19:45:00,63
20:00:00,65
20:15:00,64
20:30:00,75
20:45:00,92
21:00:00,97
21:15:00,88
21:30:00,83
21:45:00,72
22:00:00,69
22:15:00,65
22:30:00,64
22:45:00,63
23:00:00,74
23:15:00,55
23:30:00,54
23:45:00,51
