time,value
00:00:00,0
00:15:00,0
00:30:00,0
00:45:00,0
01:00:00,22
01:15:00,0
01:30:00,0
01:45:00,0
02:00:00,0
02:15:00,0
02:30:00,0
02:45:00,0
03:00:00,0
03:15:00,0
03:30:00,0
03:45:00,0
04:00:00,25
04:15:00,4
04:30:00,0
04:45:00,9
05:00:00,0
05:15:00,0
05:30:00,0
05:45:00,0
06:00:00,0
06:15:00,82
06:30:00,87
06:45:00,187
07:00:00,672
07:15:00,9
07:30:00,0
07:45:00,640
08:00:00,849
08:15:00,8
08:30:00,28
08:45:00,211
09:00:00,12
09:15:00,44
09:30:00,101
09:45:00,132
10:00:00,71
10:15:00,360
10:30:00,36
10:45:00,67
11:00:00,73
11:15:00,67
11:30:00,125
11:45:00,68
12:00:00,120
12:15:00,231
12:30:00,139
12:45:00,1483
13:00:00,1142
13:15:00,0
13:30:00,0
13:45:00,0
14:00:00,0
14:15:00,0
14:30:00,38
14:45:00,170
15:00:00,73
15:15:00,28
15:30:00,43
15:45:00,9
16:00:00,0
16:15:00,0
16:30:00,4
16:45:00,0
17:00:00,7
17:15:00,151
17:30:00,0
17:45:00,0
18:00:00,192
18:15:00,1218
18:30:00,17
18:45:00,0
19:00:00,505
19:15:00,72
19:30:00,128
19:45:00,1188
20:00:00,2589
20:15:00,2215
20:30:00,234
20:45:00,199
21:00:00,155
21:15:00,101
21:30:00,70
21:45:00,17
22:00:00,136
22:15:00,273
22:30:00,27
22:45:00,0
23:00:00,0
23:15:00,0
23:30:00,0
23:45:00,0
