time,value
00:00:00,54
00:15:00,50
00:30:00,49
00:45:00,54
01:00:00,50
01:15:00,54
01:30:00,56
01:45:00,54
02:00:00,52
02:15:00,52
02:30:00,55
02:45:00,53
03:00:00,53
03:15:00,48
03:30:00,48
03:45:00,48
04:00:00,49
04:15:00,45
04:30:00,44
04:45:00,46
05:00:00,48
05:15:00,47
05:30:00,50
05:45:00,121
06:00:00,136
06:15:00,85
06:30:00,78
06:45:00,70
07:00:00,65
07:15:00,69
07:30:00,52
07:45:00,60
08:00:00,56
08:15:00,68
08:30:00,68
08:45:00,55
09:00:00,58
09:15:00,88
09:30:00,66
09:45:00,56
10:00:00,54
10:15:00,53
10:30:00,52
10:45:00,52
11:00:00,64
11:15:00,68
11:30:00,50
11:45:00,52
12:00:00,54
12:15:00,57
12:30:00,60
12:45:00,56
13:00:00,59
13:15:00,59
13:30:00,58
13:45:00,73
14:00:00,58
14:15:00,56
14:30:00,54
14:45:00,52
15:00:00,51
15:15:00,53
15:30:00,60
15:45:00,54
16:00:00,50
16:15:00,48
16:30:00,52
16:45:00,65
17:00:00,61
17:15:00,72
17:30:00,66
17:45:00,82
18:00:00,52
18:15:00,52
18:30:00,68
18:45:00,58
19:00:00,58
19:15:00,61
19:30:00,74
19:45:00,83
20:00:00,78
20:15:00,76
20:45:00,78
21:00:00,70
21:15:00,68
21:30:00,69
21:45:00,57
22:00:00,63
22:15:00,56
22:30:00,43
22:45:00,50
23:00:00,56
23:15:00,55
23:30:00,52
23:45:00,48
