time,value
00:00:00,62
00:15:00,52
00:30:00,52
00:45:00,60
01:00:00,60
01:15:00,54
01:30:00,56
01:45:00,56
02:00:00,53
02:15:00,58
02:30:00,55
02:45:00,53
03:00:00,52
03:15:00,51
03:30:00,55
03:45:00,52
04:00:00,47
04:15:00,60
04:30:00,61
04:45:00,57
05:00:00,57
05:15:00,55
05:30:00,55
05:45:00,56
06:00:00,53
06:15:00,53
06:30:00,57
06:45:00,59
07:00:00,56
07:15:00,58
07:30:00,67
07:45:00,69
08:00:00,57
08:15:00,60
08:30:00,67
08:45:00,62
09:00:00,63
09:15:00,62
09:30:00,65
09:45:00,60
10:00:00,60
10:15:00,57
10:30:00,57
10:45:00,60
11:00:00,60
11:15:00,60
11:30:00,60
11:45:00,63
12:00:00,61
12:15:00,65
12:30:00,66
12:45:00,54
13:00:00,60
13:15:00,55
13:30:00,59
13:45:00,55
14:00:00,58
14:15:00,88
14:30:00,83
14:45:00,99
15:00:00,89
15:15:00,88
15:30:00,87
15:45:00,78
16:00:00,70
16:15:00,66
16:30:00,65
16:45:00,64
17:00:00,60
17:15:00,61
17:30:00,110
17:45:00,58
18:00:00,53
18:15:00,51
18:30:00,73
18:45:00,61
19:00:00,58
19:15:00,62
19:30:00,57
19:45:00,64
20:00:00,59
20:15:00,70
20:30:00,82
20:45:00,84
21:00:00,68
21:15:00,55
21:30:00,47
21:45:00,45
22:00:00,73
22:15:00,78
22:30:00,76
22:45:00,67
23:00:00,67
23:15:00,67
23:30:00,70
23:45:00,61
