time,value
00:00:00,50
00:15:00,50
00:30:00,49
00:45:00,51
01:00:00,48
01:15:00,48
01:30:00,47
01:45:00,44
02:00:00,43
02:15:00,44
02:30:00,44
02:45:00,46
03:00:00,50
03:15:00,47
03:30:00,46
03:45:00,48
04:00:00,44
04:15:00,45
04:30:00,45
04:45:00,44
05:00:00,42
05:15:00,44
05:30:00,41
05:45:00,42
06:00:00,43
06:15:00,46
06:30:00,39
06:45:00,40
07:00:00,38
07:15:00,40
07:30:00,46
07:45:00,53
08:00:00,51
08:15:00,52
08:30:00,58
08:45:00,85
09:00:00,133
09:15:00,101
09:30:00,69
09:45:00,62
10:00:00,59
10:15:00,64
10:30:00,52
10:45:00,50
11:00:00,57
11:15:00,50
11:30:00,59
11:45:00,56
12:00:00,54
12:15:00,55
12:30:00,54
12:45:00,57
13:00:00,58
13:15:00,62
13:30:00,55
13:45:00,58
14:00:00,63
14:15:00,55
14:30:00,56
14:45:00,74
15:00:00,59
15:15:00,55
15:30:00,47
15:45:00,49
16:00:00,48
16:15:00,59
16:30:00,111
16:45:00,135
17:00:00,74
17:15:00,64
18:30:00,64
18:45:00,66
19:00:00,75
19:15:00,77
19:30:00,68
19:45:00,58
20:00:00,63
20:15:00,64
20:30:00,54
20:45:00,57
21:00:00,48
21:15:00,47
21:30:00,50
21:45:00,50
22:00:00,50
22:15:00,49
22:30:00,46
22:45:00,47
23:00:00,48
23:15:00,48
23:30:00,47
23:45:00,46
