time,value
00:00:00,47
00:15:00,48
00:30:00,45
00:45:00,47
01:00:00,51
01:15:00,52
01:30:00,48
01:45:00,49
02:00:00,50
02:15:00,47
02:30:00,43
02:45:00,43
03:00:00,46
03:15:00,44
03:30:00,45
03:45:00,42
04:00:00,45
04:15:00,42
04:30:00,45
04:45:00,40
05:00:00,43
05:15:00,37
05:30:00,43
05:45:00,40
06:00:00,42
06:15:00,39
06:30:00,38
06:45:00,41
07:00:00,40
07:15:00,42
07:30:00,42
07:45:00,40
08:00:00,44
08:15:00,42
08:30:00,41
08:45:00,52
09:00:00,56
09:15:00,54
09:30:00,57
09:45:00,54
10:00:00,53
10:15:00,84
10:30:00,103
10:45:00,73
11:00:00,47
11:15:00,43
11:30:00,44
11:45:00,44
12:00:00,48
12:15:00,50
12:30:00,57
12:45:00,52
13:00:00,49
13:15:00,59
13:30:00,59
13:45:00,53
14:00:00,119
14:15:00,142
14:30:00,139
14:45:00,136
15:00:00,84
15:15:00,82
