time,value
00:00:00,0
00:15:00,0
00:30:00,0
00:45:00,0
01:00:00,0
01:15:00,0
01:30:00,0
01:45:00,0
02:00:00,0
02:15:00,0
02:30:00,0
02:45:00,0
03:00:00,0
03:15:00,0
03:30:00,0
03:45:00,0
04:00:00,0
04:15:00,0
04:30:00,0
04:45:00,82
05:00:00,736
05:15:00,0
05:30:00,19
05:45:00,1173
06:00:00,107
06:15:00,23
06:30:00,0
06:45:00,0
07:00:00,0
07:15:00,126
07:30:00,0
07:45:00,0
08:00:00,0
08:15:00,0
08:30:00,407
08:45:00,186
09:00:00,40
09:15:00,85
09:30:00,65
09:45:00,169
10:00:00,136
10:15:00,269
10:30:00,222
10:45:00,141
11:00:00,142
11:15:00,141
11:30:00,112
11:45:00,170
12:00:00,193
12:15:00,252
12:30:00,961
12:45:00,1398
13:00:00,487
13:15:00,0
13:30:00,0
13:45:00,0
14:00:00,0
14:15:00,226
14:30:00,93
14:45:00,104
15:00:00,0
15:15:00,408
15:30:00,1000
15:45:00,0
16:00:00,0
16:15:00,253
16:30:00,580
16:45:00,0
17:00:00,123
17:15:00,737
17:30:00,173
17:45:00,0
18:00:00,0
18:15:00,91
18:30:00,640
18:45:00,60
19:00:00,5
19:15:00,0
19:30:00,0
19:45:00,90
20:00:00,828
20:15:00,1172
20:30:00,797
20:45:00,0
21:00:00,0
21:15:00,0
21:30:00,0
21:45:00,29
22:00:00,28
22:15:00,0
22:30:00,0
22:45:00,0
23:00:00,0
23:15:00,0
23:30:00,0
23:45:00,0
