time,value
00:00:00,0
00:15:00,0
00:30:00,0
00:45:00,0
01:00:00,0
01:15:00,0
01:30:00,0
01:45:00,0
02:00:00,0
02:15:00,0
02:30:00,0
02:45:00,0
03:00:00,0
03:15:00,0
03:30:00,0
03:45:00,0
04:00:00,0
04:15:00,0
04:30:00,0
04:45:00,0
05:00:00,0
05:15:00,0
05:30:00,0
05:45:00,0
06:00:00,0
06:15:00,0
06:30:00,57
06:45:00,25
07:00:00,0
07:15:00,111
07:30:00,0
07:45:00,56
08:00:00,89
08:15:00,207
08:30:00,23
08:45:00,7
09:00:00,161
09:15:00,146
09:30:00,241
09:45:00,67
10:00:00,0
10:15:00,0
10:30:00,0
10:45:00,0
11:00:00,43
11:15:00,108
11:30:00,0
11:45:00,0
12:00:00,51
12:15:00,23
12:30:00,63
12:45:00,0
13:00:00,14
13:15:00,0
13:30:00,166
13:45:00,147
14:00:00,2572
14:15:00,2540
14:30:00,2062
14:45:00,2377
15:00:00,1315
15:15:00,143
15:30:00,0
15:45:00,0
16:00:00,0
16:15:00,41
16:30:00,0
16:45:00,373
17:00:00,288
17:15:00,138
17:30:00,8
17:45:00,72
18:00:00,352
18:15:00,34
18:30:00,127
18:45:00,29
19:00:00,0
19:15:00,6
19:30:00,10
19:45:00,60
20:00:00,166
20:15:00,17
20:30:00,0
20:45:00,0
21:00:00,0
21:15:00,0
21:30:00,23
21:45:00,0
22:00:00,0
22:15:00,15
22:30:00,34
22:45:00,0
23:00:00,17
23:15:00,0
23:30:00,50
23:45:00,115
