time,value
00:00:00,60
00:15:00,54
00:30:00,54
00:45:00,53
01:00:00,53
01:15:00,55
01:30:00,54
01:45:00,54
02:00:00,53
02:15:00,53
02:30:00,51
02:45:00,45
03:00:00,40
03:15:00,44
03:30:00,43
03:45:00,48
04:00:00,45
04:15:00,50
04:30:00,43
04:45:00,43
05:00:00,41
05:15:00,40
05:30:00,50
05:45:00,125
06:00:00,134
06:15:00,70
06:30:00,78
06:45:00,76
07:00:00,79
07:15:00,65
07:30:00,84
07:45:00,106
08:30:00,86
08:45:00,70
09:00:00,75
09:15:00,81
09:30:00,85
09:45:00,89
10:00:00,80
10:15:00,74
10:30:00,78
10:45:00,68
11:00:00,66
11:15:00,65
11:30:00,64
11:45:00,60
12:00:00,61
12:15:00,65
12:30:00,66
12:45:00,75
13:00:00,72
13:15:00,72
13:30:00,71
13:45:00,69
14:00:00,68
14:15:00,67
14:30:00,67
14:45:00,65
15:00:00,66
15:15:00,66
15:30:00,65
15:45:00,67
16:00:00,64
16:15:00,67
16:30:00,72
16:45:00,73
17:00:00,78
17:15:00,75
17:30:00,77
17:45:00,75
18:00:00,64
18:15:00,58
18:30:00,58
18:45:00,73
19:00:00,73
19:15:00,71
19:30:00,61
19:45:00,68
20:00:00,65
20:15:00,76
20:30:00,62
20:45:00,72
21:00:00,74
21:15:00,67
21:30:00,71
22:00:00,94
22:15:00,71
22:30:00,58
22:45:00,63
23:00:00,61
23:15:00,57
23:30:00,52
23:45:00,46
