time,value
00:00:00,0
00:15:00,0
00:30:00,0
00:45:00,0
01:00:00,0
01:15:00,0
01:30:00,0
01:45:00,0
02:00:00,0
02:15:00,0
02:30:00,0
02:45:00,0
03:00:00,0
03:15:00,0
03:30:00,0
03:45:00,0
04:00:00,0
04:15:00,0
04:30:00,0
04:45:00,0
05:00:00,16
05:15:00,0
05:30:00,0
05:45:00,0
06:00:00,0
06:15:00,0
06:30:00,0
06:45:00,20
07:00:00,1331
07:15:00,2700
07:30:00,1011
07:45:00,37
08:00:00,0
08:15:00,0
08:30:00,0
08:45:00,0
09:00:00,0
09:15:00,124
09:30:00,313
09:45:00,73
10:00:00,18
10:15:00,73
10:30:00,0
10:45:00,60
11:00:00,21
11:15:00,62
11:30:00,133
11:45:00,19
12:00:00,21
12:15:00,0
12:30:00,0
12:45:00,922
13:00:00,1230
13:15:00,466
13:30:00,1419
13:45:00,370
14:00:00,107
14:15:00,0
14:30:00,0
14:45:00,0
15:00:00,6
15:15:00,0
15:30:00,0
15:45:00,0
16:00:00,73
16:15:00,0
16:30:00,88
16:45:00,39
17:00:00,98
17:15:00,355
17:30:00,63
17:45:00,7
18:00:00,0
18:15:00,104
18:30:00,15
18:45:00,51
19:00:00,62
19:15:00,87
19:30:00,0
19:45:00,152
20:00:00,16
20:15:00,11
20:30:00,0
20:45:00,79
21:00:00,110
21:15:00,22
21:30:00,206
21:45:00,0
22:00:00,0
22:15:00,27
22:30:00,0
22:45:00,0
23:00:00,0
23:15:00,0
23:30:00,0
23:45:00,0
