time,value
00:00:00,42
00:15:00,44
00:30:00,45
00:45:00,43
01:00:00,42
01:15:00,44
01:30:00,43
01:45:00,43
02:00:00,45
02:15:00,41
02:30:00,41
02:45:00,41
03:00:00,38
03:15:00,46
03:30:00,42
03:45:00,44
04:00:00,42
04:15:00,38
04:30:00,43
04:45:00,42
05:00:00,47
05:15:00,50
05:30:00,47
05:45:00,47
06:00:00,52
06:15:00,49
06:30:00,51
06:45:00,49
07:00:00,109
07:15:00,138
07:30:00,106
07:45:00,68
09:15:00,63
09:30:00,63
09:45:00,53
10:00:00,48
10:15:00,51
10:30:00,50
10:45:00,55
11:00:00,54
11:15:00,53
11:30:00,56
11:45:00,54
12:00:00,52
12:15:00,50
12:30:00,51
12:45:00,84
13:00:00,82
13:15:00,70
13:30:00,74
13:45:00,61
14:00:00,58
14:15:00,51
14:30:00,55
14:45:00,55
15:00:00,57
15:15:00,57
15:30:00,51
15:45:00,54
16:00:00,57
16:15:00,50
16:30:00,53
16:45:00,51
17:00:00,53
17:15:00,66
17:30:00,59
17:45:00,52
18:00:00,49
18:15:00,65
18:30:00,72
18:45:00,52
19:00:00,54
19:15:00,56
19:30:00,54
19:45:00,56
20:00:00,53
20:15:00,65
20:30:00,80
20:45:00,77
21:00:00,74
21:15:00,67
21:30:00,67
21:45:00,55
22:00:00,50
22:15:00,48
22:30:00,45
22:45:00,43
23:00:00,42
23:15:00,47
23:30:00,47
23:45:00,45
