time,value
00:00:00,44
00:15:00,42
00:30:00,44
00:45:00,46
01:00:00,47
01:15:00,42
01:30:00,40
01:45:00,44
02:00:00,41
02:15:00,44
02:30:00,42
02:45:00,40
03:00:00,40
03:15:00,42
03:30:00,43
03:45:00,45
04:00:00,43
04:15:00,47
04:30:00,41
04:45:00,40
05:00:00,40
05:15:00,44
05:30:00,43
05:45:00,47
06:00:00,39
06:15:00,40
06:30:00,44
06:45:00,88
07:00:00,150
07:15:00,134
07:30:00,102
07:45:00,63
08:00:00,60
08:15:00,56
08:30:00,58
08:45:00,58
09:00:00,53
09:15:00,53
09:30:00,53
09:45:00,56
10:00:00,51
10:15:00,59
10:30:00,52
10:45:00,58
11:00:00,58
11:15:00,48
11:30:00,50
11:45:00,58
12:00:00,50
12:15:00,65
12:30:00,53
12:45:00,51
13:00:00,53
13:15:00,57
13:30:00,48
13:45:00,51
14:00:00,70
14:15:00,92
14:30:00,67
14:45:00,68
15:00:00,71
15:15:00,61
15:30:00,59
15:45:00,59
16:00:00,58
16:15:00,57
16:30:00,61
16:45:00,58
17:00:00,58
17:15:00,56
17:30:00,49
17:45:00,59
18:00:00,60
18:15:00,57
18:30:00,56
18:45:00,51
19:00:00,51
19:15:00,58
19:30:00,68
19:45:00,73
20:00:00,80
20:15:00,84
20:30:00,84
20:45:00,81
21:00:00,69
21:15:00,68
21:30:00,59
21:45:00,59
22:00:00,64
22:15:00,65
22:30:00,51
22:45:00,49
23:00:00,49
23:15:00,51
23:30:00,54
23:45:00,49
