time,value
00:00:00,0
00:15:00,0
00:30:00,0
00:45:00,0
01:00:00,0
01:15:00,0
01:30:00,0
01:45:00,0
02:00:00,0
02:15:00,0
02:30:00,0
02:45:00,0
03:00:00,0
03:15:00,0
03:30:00,0
03:45:00,0
04:00:00,0
04:15:00,0
04:30:00,0
04:45:00,0
05:00:00,72
05:15:00,614
05:30:00,16
05:45:00,8
06:00:00,1294
06:15:00,25
06:30:00,252
06:45:00,169
07:00:00,98
07:15:00,194
07:30:00,0
07:45:00,139
08:00:00,826
08:15:00,764
08:30:00,491
08:45:00,58
09:00:00,304
09:15:00,45
09:30:00,30
09:45:00,103
10:00:00,64
10:15:00,88
10:30:00,11
10:45:00,167
11:00:00,0
11:15:00,13
11:30:00,100
11:45:00,232
12:00:00,180
12:15:00,8
12:30:00,117
12:45:00,645
13:00:00,1152
13:15:00,508
13:30:00,508
13:45:00,0
14:00:00,48
14:15:00,26
14:30:00,0
14:45:00,12
15:00:00,27
15:15:00,295
15:30:00,43
15:45:00,122
16:00:00,41
16:15:00,81
16:30:00,8
16:45:00,0
17:00:00,0
17:15:00,0
17:30:00,0
17:45:00,0
18:00:00,60
18:15:00,1058
18:30:00,401
18:45:00,0
19:00:00,0
19:15:00,648
19:30:00,47
19:45:00,6
20:00:00,25
20:15:00,15
20:30:00,10
20:45:00,30
21:00:00,310
21:15:00,195
21:30:00,36
21:45:00,16
22:00:00,73
22:15:00,0
22:30:00,0
22:45:00,0
23:00:00,0
23:15:00,0
23:30:00,147
23:45:00,0
