time,value
00:00:00,29
00:15:00,0
00:30:00,0
00:45:00,0
01:00:00,0
01:15:00,0
01:30:00,0
01:45:00,0
02:00:00,0
02:15:00,0
02:30:00,0
02:45:00,0
03:00:00,0
03:15:00,0
03:30:00,0
03:45:00,0
04:00:00,0
04:15:00,5
04:30:00,0
04:45:00,0
05:00:00,0
05:15:00,0
05:30:00,0
05:45:00,23
06:00:00,0
06:15:00,0
06:30:00,120
06:45:00,26
07:00:00,29
07:15:00,86
07:30:00,955
07:45:00,392
08:00:00,0
08:15:00,146
08:30:00,432
08:45:00,248
09:00:00,68
09:15:00,130
09:30:00,81
09:45:00,96
10:00:00,76
10:15:00,51
10:30:00,42
10:45:00,132
11:00:00,84
11:15:00,142
11:30:00,84
11:45:00,179
12:00:00,242
12:15:00,197
12:30:00,265
12:45:00,0
13:00:00,325
13:15:00,0
13:30:00,20
13:45:00,0
14:00:00,0
14:15:00,1230
14:30:00,427
14:45:00,135
15:00:00,48
15:15:00,0
15:30:00,53
15:45:00,117
16:00:00,453
16:15:00,13
16:30:00,70
16:45:00,7
17:00:00,9
17:15:00,16
17:30:00,1271
17:45:00,16
18:00:00,0
18:15:00,15
18:30:00,539
18:45:00,211
19:00:00,163
19:15:00,180
19:30:00,110
19:45:00,304
20:00:00,140
20:15:00,0
20:30:00,16
20:45:00,14
21:00:00,15
21:15:00,0
21:30:00,7
21:45:00,7
22:00:00,61
22:15:00,110
22:30:00,110
22:45:00,0
23:00:00,23
23:15:00,88
23:30:00,480
23:45:00,16
