time,value
00:00:00,43
00:15:00,46
00:30:00,39
00:45:00,41
01:00:00,41
01:15:00,38
01:30:00,39
01:45:00,38
02:00:00,46
02:15:00,44
02:30:00,40
02:45:00,39
03:00:00,52
03:15:00,49
03:30:00,50
03:45:00,48
04:00:00,47
04:15:00,47
04:30:00,47
04:45:00,48
05:00:00,48
05:15:00,52
05:30:00,43
05:45:00,45
06:00:00,55
06:15:00,59
06:30:00,70
06:45:00,51
07:00:00,50
07:15:00,51
07:30:00,60
07:45:00,78
08:00:00,56
08:15:00,64
08:30:00,55
08:45:00,62
09:00:00,62
09:15:00,63
09:30:00,65
09:45:00,62
10:00:00,62
10:15:00,60
10:30:00,60
10:45:00,59
11:00:00,60
11:15:00,59
11:30:00,62
11:45:00,65
12:00:00,65
12:15:00,64
12:30:00,54
12:45:00,53
13:00:00,62
13:15:00,64
13:30:00,59
13:45:00,60
14:00:00,61
14:15:00,80
14:30:00,79
14:45:00,73
15:00:00,71
15:15:00,73
15:30:00,68
15:45:00,70
16:00:00,82
16:15:00,74
16:30:00,65
16:45:00,67
17:00:00,68
17:15:00,79
17:30:00,71
17:45:00,59
18:00:00,59
18:15:00,58
18:30:00,62
18:45:00,82
19:00:00,67
19:15:00,56
19:30:00,57
19:45:00,80
20:00:00,70
20:15:00,68
20:30:00,69
20:45:00,66
21:00:00,67
21:15:00,72
21:30:00,88
21:45:00,109
22:00:00,81
22:15:00,85
22:30:00,75
22:45:00,69
23:00:00,54
23:15:00,55
