time,value
00:00:00,0
00:15:00,0
00:30:00,0
00:45:00,0
01:00:00,0
01:15:00,0
01:30:00,0
01:45:00,0
02:00:00,0
02:15:00,0
02:30:00,0
02:45:00,0
03:00:00,0
03:15:00,0
03:30:00,0
03:45:00,0
04:00:00,0
04:15:00,0
04:30:00,0
04:45:00,0
05:00:00,0
05:15:00,0
05:30:00,0
05:45:00,0
06:00:00,0
06:15:00,0
06:30:00,0
06:45:00,0
07:00:00,0
07:15:00,0
07:30:00,0
07:45:00,113
08:00:00,0
08:15:00,0
08:30:00,121
08:45:00,841
09:00:00,2648
09:15:00,1831
09:30:00,117
09:45:00,0
10:00:00,138
10:15:00,217
10:30:00,6
10:45:00,10
11:00:00,0
11:15:00,10
11:30:00,223
11:45:00,42
12:00:00,0
12:15:00,56
12:30:00,84
12:45:00,127
13:00:00,94
13:15:00,192
13:30:00,0
13:45:00,138
14:00:00,180
14:15:00,180
14:30:00,228
14:45:00,791
15:00:00,138
15:15:00,71
15:30:00,0
15:45:00,4
16:00:00,28
16:15:00,204
16:30:00,1507
16:45:00,2509
17:00:00,1694
17:15:00,714
17:30:00,0
17:45:00,0
18:00:00,0
18:15:00,0
18:30:00,21
18:45:00,139
19:00:00,0
19:15:00,0
19:30:00,0
19:45:00,0
20:00:00,0
20:15:00,317
20:30:00,0
20:45:00,0
21:00:00,0
21:15:00,0
21:30:00,0
21:45:00,0
22:00:00,0
22:15:00,0
22:30:00,0
22:45:00,0
23:00:00,0
23:15:00,0
23:30:00,0
23:45:00,0
