time,value
00:00:00,0
00:15:00,0
00:30:00,0
00:45:00,0
01:00:00,0
01:15:00,0
01:30:00,0
01:45:00,0
02:00:00,0
02:15:00,0
02:30:00,0
02:45:00,6
03:00:00,0
03:15:00,0
03:30:00,0
03:45:00,0
04:00:00,2
04:15:00,0
04:30:00,0
04:45:00,0
05:00:00,0
05:15:00,0
05:30:00,24
05:45:00,2073
06:00:00,2608
06:15:00,423
06:30:00,155
06:45:00,32
07:00:00,83
07:15:00,143
07:30:00,497
07:45:00,16
08:00:00,0
08:15:00,734
08:30:00,672
08:45:00,41
09:00:00,0
09:15:00,16
09:30:00,21
09:45:00,0
10:00:00,73
10:15:00,94
10:30:00,43
10:45:00,57
11:00:00,57
11:15:00,205
11:30:00,79
11:45:00,669
12:00:00,966
12:15:00,5
12:30:00,0
12:45:00,0
13:00:00,208
13:15:00,50
13:30:00,0
13:45:00,0
14:00:00,0
14:15:00,142
14:30:00,0
14:45:00,0
15:00:00,24
15:15:00,375
15:30:00,0
15:45:00,21
16:00:00,166
16:15:00,7
16:30:00,63
16:45:00,4
17:00:00,61
17:15:00,0
17:30:00,1119
17:45:00,67
18:00:00,0
18:15:00,0
18:30:00,588
18:45:00,58
19:00:00,47
19:15:00,235
19:30:00,524
19:45:00,1411
20:00:00,47
20:15:00,67
20:30:00,356
20:45:00,0
21:00:00,13
21:15:00,0
21:30:00,0
21:45:00,128
22:00:00,157
22:15:00,15
22:30:00,43
22:45:00,44
23:00:00,0
23:15:00,0
23:30:00,0
23:45:00,0
