time,value
00:00:00,51
00:15:00,49
00:30:00,53
00:45:00,47
01:00:00,47
01:15:00,49
01:30:00,46
01:45:00,51
02:00:00,47
02:15:00,50
02:30:00,46
02:45:00,48
03:00:00,46
03:15:00,46
03:30:00,47
03:45:00,46
04:00:00,46
04:15:00,46
04:30:00,43
04:45:00,43
05:00:00,47
05:15:00,43
05:30:00,49
05:45:00,126
06:00:00,136
06:15:00,87
06:30:00,72
06:45:00,60
07:00:00,62
07:15:00,69
07:30:00,78
07:45:00,64
08:00:00,61
08:15:00,70
08:30:00,64
08:45:00,58
09:00:00,59
09:15:00,58
09:30:00,57
09:45:00,55
10:00:00,56
10:15:00,53
10:30:00,53
10:45:00,56
11:00:00,54
11:15:00,59
11:30:00,62
11:45:00,67
12:00:00,75
12:15:00,63
12:30:00,62
12:45:00,65
13:00:00,63
13:15:00,64
13:30:00,62
13:45:00,60
14:00:00,61
14:15:00,65
14:30:00,64
14:45:00,63
15:00:00,60
15:15:00,64
15:30:00,60
15:45:00,63
16:00:00,59
16:15:00,54
16:30:00,55
16:45:00,58
17:00:00,54
17:15:00,52
17:30:00,63
17:45:00,55
18:00:00,52
18:15:00,52
18:30:00,73
18:45:00,60
19:00:00,55
19:15:00,67
19:30:00,71
19:45:00,87
20:00:00,63
20:15:00,59
20:30:00,65
20:45:00,76
21:00:00,90
21:15:00,87
21:45:00,90
22:00:00,80
22:15:00,57
22:30:00,56
22:45:00,55
23:00:00,50
23:15:00,47
23:30:00,52
23:45:00,51
