time,value
00:00:00,214
00:15:00,64
00:30:00,0
00:45:00,0
01:00:00,0
01:15:00,0
01:30:00,0
01:45:00,0
02:00:00,0
02:15:00,0
02:30:00,0
02:45:00,0
03:00:00,9
03:15:00,0
03:30:00,0
03:45:00,0
04:00:00,0
04:15:00,0
04:30:00,0
04:45:00,0
05:00:00,0
05:15:00,0
05:30:00,0
05:45:00,0
06:00:00,0
06:15:00,0
06:30:00,75
06:45:00,113
07:00:00,74
07:15:00,0
07:30:00,898
07:45:00,25
08:00:00,0
08:15:00,695
08:30:00,870
08:45:00,15
09:00:00,0
09:15:00,46
09:30:00,0
09:45:00,0
10:00:00,117
10:15:00,497
10:30:00,92
10:45:00,223
11:00:00,129
11:15:00,109
11:30:00,45
11:45:00,54
12:00:00,199
12:15:00,239
12:30:00,771
12:45:00,358
13:00:00,68
13:15:00,33
13:30:00,247
13:45:00,177
14:00:00,54
14:15:00,228
14:30:00,224
14:45:00,187
15:00:00,324
15:15:00,302
15:30:00,241
15:45:00,100
16:00:00,8
16:15:00,138
16:30:00,0
16:45:00,0
17:00:00,0
17:15:00,0
17:30:00,0
17:45:00,126
18:00:00,0
18:15:00,409
18:30:00,1008
18:45:00,10
19:00:00,0
19:15:00,468
19:30:00,9
19:45:00,34
20:00:00,130
20:15:00,550
20:30:00,2674
20:45:00,1499
21:00:00,235
21:15:00,42
21:30:00,17
21:45:00,93
22:00:00,0
22:15:00,0
22:30:00,0
22:45:00,0
23:00:00,0
23:15:00,0
23:30:00,0
23:45:00,0
